COD_INE	ID_REL	COD_GEO	COD_PROV	PROVINCIA	NOMBRE_ACTUAL	POBLACION_MUNI	SUPERFICIE	PERIMETRO	COD_INE_CAPITAL	CAPITAL	POBLACION_CAPITAL	HOJA_MTN25_ETRS89	LONGITUD_ETRS89	LATITUD_ETRS89	ORIGENCOOR	ALTITUD	ORIGENALTITUD
31231000000	1312310	31687	31	Navarra	Torres del Río	126	1238.5519	25832	31231000101	Torres del Río	126	0171-4	-2.27211514	42.55104098	Mapa	476	MDT5
31232000000	1312325	31690	31	Navarra	Tudela	36258	21505.9327	108589	31232000101	Tudela	36214	0282-4	-1.60578122	42.06346352	Mapa	262	MDT5
31233000000	1312331	31693	31	Navarra	Tulebras	128	381.4323	12073	31233000101	Tulebras	128	0320-2	-1.67572419	41.97696763	Mapa	373	MDT5
31234000000	1312346	31696	31	Navarra	Ucar	184	1185.1152	16893	31234000101	Ucar	154	0141-3	-1.70629104	42.67600224	Mapa	506	MDT5
31235000000	1312359	31699	31	Navarra	Ujué/Uxue	182	11211.813	51417	31235000101	Ujué/Uxue	182	0174-3	-1.49971459	42.50616082	Mapa	805	MDT5
31236000000	1312362	31702	31	Navarra	Ultzama	1653	9643.7304	46770	31236001201	Larraintzar	129	0115-1	-1.69710478	42.97825552	Mapa	563	MDT5
31237000000	1312378	31705	31	Navarra	Unciti	211	3730.8763	38727	31237000601	Unciti	72	0142-3	-1.5015051	42.74730204	Mapa	598	MDT5
31238000000	1312384	31708	31	Navarra	Unzué/Untzue	144	1887.8719	25361	31238000201	Unzué/Untzue	132	0173-2	-1.62572452	42.65409868	Mapa	668	MDT5
31239000000	1312397	31711	31	Navarra	Urdazubi/Urdax	349	775.0263	11667	31239000601	Urdazubi/Urdax	63	0066-1	-1.50414523	43.26756573	Mapa	94	MDT5
31240000000	1312401	31714	31	Navarra	Urdiain	653	1518.7664	21218	31240000101	Urdiain	636	0114-3	-2.13701454	42.88682377	Mapa	554	MDT5
31241000000	1312418	31717	31	Navarra	Urraul Alto	133	14085.6324	68623	31241001001	Santa Fe	37	0142-2	-1.24588807	42.77574553	Mapa	595	MDT5
31242000000	1312423	31720	31	Navarra	Urraul Bajo	322	5981.3755	50129	31242000801	San Vicente	30	0142-4	-1.32496055	42.68659991	Mapa	472	MDT5
31243000000	1312439	31723	31	Navarra	Urroz-Villa	377	1125.82	16616	31243000101	Urroz-Villa	361	0142-1	-1.458929	42.77762424	Mapa	525	MDT5
31244000000	1312444	31726	31	Navarra	Urroz	183	1193.449	20414	31244000101	Urroz	90	0090-1	-1.70658645	43.09968525	Mapa	344	MDT5
31245000000	1312457	31729	31	Navarra	Urzainqui/Urzainki	84	2091.6265	25816	31245000101	Urzainqui/Urzainki	84	0143-2	-0.94497035	42.83173596	Mapa	732	MDT5
31246000000	1312460	31732	31	Navarra	Uterga	153	862.6343	16055	31246000101	Uterga	153	0141-3	-1.76038274	42.71025411	Mapa	492	MDT5
31247000000	1312476	31735	31	Navarra	Uztárroz/Uztarroze	151	5834.4188	36311	31247000101	Uztárroz/Uztarroze	151	0117-4	-0.94104514	42.89202412	Mapa	868	MDT5
31248000000	1312482	31738	31	Navarra	Luzaide/Valcarlos	329	4489.5249	36236	31248000501	Luzaide/Valcarlos	167	0091-2	-1.30266713	43.09224104	Mapa	366	MDT5
31249000000	1312495	31741	31	Navarra	Valtierra	2412	5026.8513	47648	31249000101	Valtierra	2412	0244-4	-1.63395077	42.19580564	Mapa	265	MDT5
31250000000	1312508	31744	31	Navarra	Bera	3736	3532.9573	31831	31250000801	Bera	3014	0065-1	-1.68657262	43.28033923	Mapa	35	MDT5
31251000000	1312515	31747	31	Navarra	Viana	4209	7895.7775	54878	31251000201	Viana	4191	0171-3	-2.37140346	42.51526446	Mapa	470	MDT5
31252000000	1312520	31750	31	Navarra	Vidángoz/Bidankoze	90	3970.0716	31310	31252000101	Vidángoz/Bidankoze	90	0143-2	-1.01460828	42.80197109	Mapa	768	MDT5
31253000000	1312536	31753	31	Navarra	Bidaurreta	163	513.7217	10866	31253000101	Bidaurreta	163	0141-1	-1.83403802	42.77549764	Mapa	426	MDT5
31254000000	1312541	31756	31	Navarra	Villafranca	2847	4682.45	35720	31254000101	Villafranca	2846	0244-1	-1.75105568	42.27884419	Mapa	292	MDT5
31255000000	1312554	31759	31	Navarra	Villamayor de Monjardín	119	1110.3757	26342	31255000101	Villamayor de Monjardín	119	0172-1	-2.1043751	42.62955954	Mapa	686	MDT5
31256000000	1312567	31762	31	Navarra	Hiriberri/Villanueva de Aezkoa	102	2164.4348	24170	31256000101	Hiriberri/Villanueva de Aezkoa	102	0116-2	-1.23001281	42.94553172	Mapa	926	MDT5
31257000000	1312573	31765	31	Navarra	Villatuerta	1191	2381.0233	33974	31257000201	Villatuerta	1155	0172-2	-1.9926172	42.65963641	Mapa	428	MDT5
31258000000	1312589	31768	31	Navarra	Villava/Atarrabia	10204	105.9386	4190	31258000101	Villava/Atarrabia	10204	0141-2	-1.60645771	42.83016157	Mapa	425	MDT5
31259000000	1312592	31771	31	Navarra	Igantzi	639	1655.9032	20640	31259000601	Igantzi	332	0065-3	-1.69998583	43.22456694	Mapa	207	MDT5
31260000000	1312606	31774	31	Navarra	Valle de Yerri/Deierri	1506	25260.7348	159657	31260000401	Arizala/Aritzala	89	0140-4	-2.0005221	42.72891269	Mapa	538	MDT5
31261000000	1312613	31777	31	Navarra	Yesa	292	2295.3434	23454	31261000401	Yesa	270	0174-2	-1.20369015	42.62053654	Mapa	490	MDT5
31262000000	1312628	31780	31	Navarra	Zabalza/Zabaltza	297	1403.7884	17736	31262000101	Arraiza	89	0141-1	-1.79884609	42.77860058	Mapa	438	MDT5
31263000000	1312634	31783	31	Navarra	Zubieta	303	1781.7743	19949	31263000601	Zubieta	244	0090-1	-1.74197208	43.1239604	Mapa	212	MDT5
31264000000	1312649	31786	31	Navarra	Zugarramurdi	219	545.7398	10433	31264000501	Zugarramurdi	165	0065-2	-1.54074578	43.26895684	Mapa	216	MDT5
31265000000	1312652	31789	31	Navarra	Zúñiga	109	1546.9974	29693	31265000101	Zúñiga	108	0139-4	-2.30130783	42.69388115	Mapa	575	MDT5
31901000000	1319019	31133	31	Navarra	Barañáin/Barañain	20199	139.1567	6098	31901000101	Barañáin/Barañain	20199	0141-1	-1.68657975	42.80494064	Mapa	433	MDT5
31902000000	1319024	31160	31	Navarra	Berrioplano/Berriobeiti	7256	2613.34	33714	31902000501	Berrioplano/Berriobeiti	700	0115-3	-1.69315704	42.85259037	Mapa	454	MDT5
31903000000	1319030	31161	31	Navarra	Berriozar	10426	270.63	7159	31903000101	Berriozar	10339	0115-4	-1.66943787	42.84403213	Mapa	476	MDT5
31904000000	1319045	31382	31	Navarra	Irurtzun	2233	374.4774	9070	31904000101	Irurtzun	2233	0115-1	-1.82803648	42.91831211	Mapa	465	MDT5
31905000000	1319058	31158	31	Navarra	Beriáin	4069	542.6923	9690	31905000101	Beriáin	1155	0141-4	-1.64501289	42.73317924	Mapa	498	MDT5
31906000000	1319061	31589	31	Navarra	Orkoien	4057	563.14	11192	31906000101	Orkoien	4057	0141-1	-1.70467914	42.82369778	Mapa	446	MDT5
31907000000	1319077	31230	31	Navarra	Zizur Mayor/Zizur Nagusia	14894	505.3658	12452	31907000101	Zizur Mayor/Zizur Nagusia	14894	0141-1	-1.69502829	42.7934296	Mapa	467	MDT5
31908000000	1319083	31448	31	Navarra	Lekunberri	1536	670.533	13515	31908000101	Lekunberri	1530	0089-4	-1.895582503	43.00522466	Investigación	568	Investigación
32001000000	1320013	32010	32	Ourense	Allariz	6188	8596.3173	51767	32001030101	Allariz	3957	0226-3	-7.801700519	42.19017116	GPS. PNRGM	454	GPS. PNRGM
32002000000	1320028	32020	32	Ourense	Amoeiro	2280	3967.7483	40931	32002020101	Amoeiro	380	0187-4	-7.947325811	42.4147608	GPS. PNRGM	440	GPS. PNRGM
32003000000	1320034	32030	32	Ourense	A Arnoia	1000	2069.4406	20355	32003010701	Outeiro Cruz	87	0225-3	-8.135751194	42.25306577	GPS. PNRGM	101	GPS. PNRGM
32004000000	1320049	32040	32	Ourense	Avión	1795	12112.6217	55117	32004030201	San Xusto	274	0186-4	-8.251438858	42.37592083	GPS. PNRGM	447	GPS. PNRGM
32005000000	1320052	32050	32	Ourense	Baltar	962	9471.42	49580	32005020101	Baltar	223	0302-1	-7.714343956	41.95375505	GPS. PNRGM	823	GPS. PNRGM
32006000000	1320065	32060	32	Ourense	Bande	1528	9896.3006	54894	32006010101	Bande	602	0263-4	-7.9752718	42.03162122	GPS. PNRGM	730	GPS. PNRGM
32007000000	1320071	32070	32	Ourense	Baños de Molgas	1519	6764.0552	38089	32007030201	Baños de Molgas	342	0226-4	-7.668392125	42.24472787	GPS. PNRGM	517	GPS. PNRGM
32008000000	1320087	32080	32	Ourense	Barbadás	11037	3023.5769	32591	32008010201	Barbadás	260	0225-2	-7.887469714	42.29905445	GPS. PNRGM	244	GPS. PNRGM
32009000000	1320090	32090	32	Ourense	O Barco de Valdeorras	13395	8542.92	54282	32009020101	O Barco	11044	0190-4	-6.984649378	42.41644671	GPS. PNRGM	325	GPS. PNRGM
32010000000	1320104	32100	32	Ourense	Beade	397	639.8438	11801	32010010101	Beade	347	0225-1	-8.123278289	42.32556034	GPS. PNRGM	95	GPS. PNRGM
32011000000	1320111	32110	32	Ourense	Beariz	971	5596.9247	47598	32011010201	Beariz	313	0186-2	-8.273015461	42.46705567	GPS. PNRGM	642	GPS. PNRGM
32012000000	1320126	32120	32	Ourense	Os Blancos	766	4755.9915	29594	32012020101	Os Blancos	108	0302-1	-7.753422097	41.99844388	GPS. PNRGM	799	GPS. PNRGM
32013000000	1320132	32130	32	Ourense	Boborás	2285	8782.3004	58452	32013090201	Boborás	115	0187-1	-8.143259558	42.43156764	GPS. PNRGM	425	GPS. PNRGM
32014000000	1320147	32140	32	Ourense	A Bola	1156	3490.2222	25540	32014030300	A Bola	7	0263-2	-7.928518433	42.14093687	GPS. PNRGM	479	GPS. PNRGM
32015000000	1320150	32150	32	Ourense	O Bolo	884	9116.786	57995	32015010101	O Bolo	164	0228-1	-7.099419525	42.30718816	GPS. PNRGM	746	GPS. PNRGM
32016000000	1320163	32160	32	Ourense	Calvos de Randín	770	9787.0611	54033	32016010101	Calvos	113	0301-2	-7.89642251	41.94451892	GPS. PNRGM	899	GPS. PNRGM
32017000000	1320179	32180	32	Ourense	Carballeda de Valdeorras	1545	22269.0761	73822	32017020201	Carballeda	41	0190-4	-6.912270489	42.4158443	GPS. PNRGM	370	GPS. PNRGM
32018000000	1320185	32170	32	Ourense	Carballeda de Avia	1286	4637.0332	35751	32018040101	Carballeda de Avia	328	0225-1	-8.164192061	42.31997591	GPS. PNRGM	248	GPS. PNRGM
32019000000	1320198	32190	32	Ourense	O Carballiño	14027	5433.4717	51483	32019050101	O Carballiño	11338	0187-1	-8.077541083	42.42972473	GPS. PNRGM	398	GPS. PNRGM
32020000000	1320202	32200	32	Ourense	Cartelle	2642	9428.828	53419	32020060401	Outomuro	260	0225-4	-8.019504547	42.22500429	GPS. PNRGM	370	GPS. PNRGM
32021000000	1320219	32220	32	Ourense	Castrelo do Val	984	12205.0209	64943	32021020101	Castrelo do Val	325	0303-1	-7.421367208	41.98797154	GPS. PNRGM	419	GPS. PNRGM
32022000000	1320224	32210	32	Ourense	Castrelo de Miño	1349	3974.2804	33630	32022020101	Barral	136	0225-1	-8.096141361	42.29583674	GPS. PNRGM	96	GPS. PNRGM
32023000000	1320230	32230	32	Ourense	Castro Caldelas	1224	8761.3987	47742	32023040101	O Castro de Caldelas	602	0189-3	-7.415400344	42.37451851	GPS. PNRGM	783	GPS. PNRGM
32024000000	1320245	32240	32	Ourense	Celanova	5649	6730.8865	56538	32024090401	Celanova	3554	0263-2	-7.957855253	42.1517985	GPS. PNRGM	520	GPS. PNRGM
32025000000	1320258	32250	32	Ourense	Cenlle	1120	2903.4437	41642	32025060401	Xubín	38	0225-1	-8.072247586	42.32612244	GPS. PNRGM	124	GPS. PNRGM
32026000000	1320261	32260	32	Ourense	Coles	3050	3811.1642	28452	32026090901	Vilarchao	158	0188-3	-7.839749097	42.41166903	GPS. PNRGM	395	GPS. PNRGM
32027000000	1320277	32270	32	Ourense	Cortegada	1085	2689.0417	25709	32027020101	Cortegada	470	0225-3	-8.1718666	42.20658098	GPS. PNRGM	124	GPS. PNRGM
32028000000	1320283	32280	32	Ourense	Cualedro	1679	11777.1	82703	32028040101	Cualedro	292	0302-2	-7.594053736	41.98813634	GPS. PNRGM	833	GPS. PNRGM
32029000000	1320296	32290	32	Ourense	Chandrexa de Queixa	456	17181	76921	32029150401	Rabal	14	0227-1	-7.379593467	42.26013024	GPS. PNRGM	997	GPS. PNRGM
32030000000	1320300	32300	32	Ourense	Entrimo	1140	8452.0174	45603	32030010301	A Terrachá	378	0301-1	-8.118727786	41.93273127	GPS. PNRGM	502	GPS. PNRGM
32031000000	1320317	32310	32	Ourense	Esgos	1116	3779.2056	30492	32031020301	Esgos	277	0226-1	-7.696415306	42.32533827	GPS. PNRGM	581	GPS. PNRGM
32032000000	1320322	32320	32	Ourense	Xinzo de Limia	9715	13267.238	77188	32032200201	Xinzo de Limia	7025	0264-3	-7.7246752	42.06362249	GPS. PNRGM	622	GPS. PNRGM
32033000000	1320338	32330	32	Ourense	Gomesende	732	2831.316	28780	32033041101	Sobrado	29	0225-3	-8.091640217	42.19279759	GPS. PNRGM	473	GPS. PNRGM
32034000000	1320343	32340	32	Ourense	A Gudiña	1254	17141.5579	62691	32034040101	A Gudiña	683	0266-3	-7.139000186	42.06063452	GPS. PNRGM	985	GPS. PNRGM
32035000000	1320356	32350	32	Ourense	O Irixo	1466	12105.46	60093	32035011001	O Irixo	141	0154-3	-8.119823347	42.51298288	GPS. PNRGM	510	GPS. PNRGM
32036000000	1320369	32360	32	Ourense	Xunqueira de Ambía	1375	6020.7753	44079	32036050401	Xunqueira de Ambía	306	0226-3	-7.735274608	42.20411096	GPS. PNRGM	542	GPS. PNRGM
32037000000	1320375	32370	32	Ourense	Xunqueira de Espadanedo	745	2765.1636	22377	32037041301	Xunqueira de Espadanedo	298	0226-2	-7.629208294	42.31786302	GPS. PNRGM	681	GPS. PNRGM
32038000000	1320381	32380	32	Ourense	Larouco	429	2369.0627	22564	32038020101	Larouco	281	0190-3	-7.163275681	42.34673749	GPS. PNRGM	542	GPS. PNRGM
32039000000	1320394	32390	32	Ourense	Laza	1228	21591.3698	78494	32039060201	Laza	325	0265-3	-7.460450936	42.06127325	GPS. PNRGM	475	GPS. PNRGM
32040000000	1320408	32400	32	Ourense	Leiro	1568	3825.3963	34866	32040050301	Leiro	549	0187-3	-8.123763472	42.37103545	GPS. PNRGM	88	GPS. PNRGM
32041000000	1320415	32410	32	Ourense	Lobeira	798	6888.2643	43337	32041040501	A Vila	32	0301-1	-8.039507767	41.98721623	GPS. PNRGM	697	GPS. PNRGM
32042000000	1320420	32420	32	Ourense	Lobios	1708	16838.3167	83821	32042071301	Fondevila	445	0301-3	-8.083224156	41.90363192	GPS. PNRGM	418	GPS. PNRGM
32043000000	1320436	32430	32	Ourense	Maceda	2872	10192.5322	57071	32043070501	Maceda	1693	0226-2	-7.650775756	42.26996396	GPS. PNRGM	587	GPS. PNRGM
32044000000	1320441	32440	32	Ourense	Manzaneda	870	11456.5374	54753	32044030101	Manzaneda	151	0227-2	-7.234143092	42.30970282	GPS. PNRGM	661	GPS. PNRGM
32045000000	1320454	32450	32	Ourense	Maside	2705	4004.3872	27898	32045060301	Maside	727	0187-3	-8.025444444	42.41169444	GPS. PNRGM	378	GPS. PNRGM
32046000000	1320467	32460	32	Ourense	Melón	1184	5324.9747	34278	32046010701	Melón	269	0224-2	-8.216316075	42.25722003	GPS. PNRGM	461	GPS. PNRGM
32047000000	1320473	32470	32	Ourense	A Merca	1913	5098.8235	45245	32047050301	A Merca	186	0225-4	-7.908477431	42.2191561	GPS. PNRGM	495	GPS. PNRGM
32048000000	1320489	32480	32	Ourense	A Mezquita	1023	10426.64	47307	32048060101	A Mezquita	324	0266-3	-7.045362953	42.01369589	GPS. PNRGM	996	GPS. PNRGM
32049000000	1320492	32490	32	Ourense	Montederramo	711	13556.5053	78229	32049130201	Montederramo	135	0227-1	-7.502389778	42.27521866	GPS. PNRGM	902	GPS. PNRGM
32050000000	1320505	32500	32	Ourense	Monterrei	2529	11913.74	65043	32050070101	Monterrei	7	0303-1	-7.496611783	41.9515423	GPS. PNRGM	398	GPS. PNRGM
32051000000	1320512	32510	32	Ourense	Muíños	1502	10955.7965	55867	32051070201	Mugueimes	209	0301-2	-7.971773014	41.95783553	GPS. PNRGM	620	GPS. PNRGM
32052000000	1320527	32520	32	Ourense	Nogueira de Ramuín	1998	9831.4833	49969	32052130201	Luíntra	403	0188-3	-7.727476442	42.41177442	GPS. PNRGM	632	GPS. PNRGM
32053000000	1320533	32530	32	Ourense	Oímbra	1712	7148.38	57674	32053040101	Oímbra	394	0303-3	-7.476576175	41.88494565	GPS. PNRGM	387	GPS. PNRGM
32054000000	1320548	32001	32	Ourense	Ourense	105233	8455.2685	58790	32054000101	Ourense	98518	0187-4	-7.863836656	42.33553117	GPS. PNRGM	135	GPS. PNRGM
32055000000	1320551	32540	32	Ourense	Paderne de Allariz	1384	3875.7026	30707	32055040701	Rioseco	57	0226-1	-7.751084528	42.27958401	GPS. PNRGM	434	GPS. PNRGM
32056000000	1320564	32550	32	Ourense	Padrenda	1748	5703.7271	39081	32056021701	San Roque de Crespos	171	0263-1	-8.158473425	42.13863906	GPS. PNRGM	371	GPS. PNRGM
32057000000	1320570	32560	32	Ourense	Parada de Sil	538	6243.4784	36094	32057050301	Parada de Sil	114	0188-4	-7.571421228	42.3832785	GPS. PNRGM	672	GPS. PNRGM
32058000000	1320586	32570	32	Ourense	O Pereiro de Aguiar	6275	6089.0346	45610	32058090301	O Pereiro de Aguiar	280	0188-3	-7.799997247	42.34655247	GPS. PNRGM	330	GPS. PNRGM
32059000000	1320599	32580	32	Ourense	A Peroxa	1819	5451.7677	43319	32059100501	A Peroxa	377	0188-1	-7.794303069	42.44049592	GPS. PNRGM	513	GPS. PNRGM
32060000000	1320603	32590	32	Ourense	Petín	861	3047.9999	30962	32060050101	Petín	588	0190-3	-7.124488325	42.38262727	GPS. PNRGM	304	GPS. PNRGM
32061000000	1320610	32600	32	Ourense	Piñor	1176	5269.4712	45406	32061010403	Piñor	46	0154-4	-8.006938564	42.49952423	GPS. PNRGM	568	GPS. PNRGM
32062000000	1320625	32610	32	Ourense	Porqueira	815	4339.9278	39124	32062040201	Forxa	112	0264-3	-7.847330586	42.01874423	GPS. PNRGM	631	GPS. PNRGM
32063000000	1320631	32620	32	Ourense	A Pobra de Trives	2067	8419.5552	51002	32063130101	A Pobra de Trives	1286	0189-4	-7.251921653	42.34069393	GPS. PNRGM	748	GPS. PNRGM
32064000000	1320646	32630	32	Ourense	Pontedeva	511	985.8649	15405	32064011901	Aldea de Deva	185	0263-1	-8.133547853	42.16509424	GPS. PNRGM	118	GPS. PNRGM
32065000000	1320659	32640	32	Ourense	Punxín	693	1707.8458	21121	32065040801	A Forxa	19	0187-4	-8.000278942	42.36965589	GPS. PNRGM	144	GPS. PNRGM
32066000000	1320662	32650	32	Ourense	Quintela de Leirado	619	3126.4137	31027	32066040101	Quintela de Leirado	149	0263-1	-8.100220226	42.13952846	Mapa	387	MDT5
32067000000	1320678	32660	32	Ourense	Rairiz de Veiga	1266	7211.2383	39982	32067060601	Rairiz de Veiga	180	0264-3	-7.831646453	42.08175648	GPS. PNRGM	622	GPS. PNRGM
32068000000	1320684	32670	32	Ourense	Ramirás	1584	4066.4636	34108	32068000001	Ramirás	0	0225-3	-8.025433258	42.18538244	GPS. PNRGM	363	GPS. PNRGM
32069000000	1320697	32680	32	Ourense	Ribadavia	5024	2515.6438	38691	32069060101	Ribadavia	3160	0225-1	-8.143527486	42.28758161	GPS. PNRGM	102	GPS. PNRGM
32070000000	1320701	32750	32	Ourense	San Xoán de Río	531	6114.117	38908	32070070301	O Campo	98	0189-4	-7.298503036	42.37116777	GPS. PNRGM	888	GPS. PNRGM
32071000000	1320718	32690	32	Ourense	Riós	1516	11427.4	66192	32071050401	Riós	205	0303-2	-7.282548267	41.97419795	GPS. PNRGM	807	GPS. PNRGM
32072000000	1320723	32700	32	Ourense	A Rúa	4314	3590.8836	26932	32072020101	A Rúa de Valdeorras	4237	0190-3	-7.114128794	42.39513716	GPS. PNRGM	308	GPS. PNRGM
32073000000	1320739	32710	32	Ourense	Rubiá	1393	10078.67	53505	32073090301	Rubiá	788	0190-2	-6.946384892	42.44749358	GPS. PNRGM	512	GPS. PNRGM
32074000000	1320744	32720	32	Ourense	San Amaro	1089	2903.4608	25405	32074020501	San Amaro	197	0187-3	-8.072316169	42.37429612	GPS. PNRGM	490	GPS. PNRGM
32075000000	1320757	32730	32	Ourense	San Cibrao das Viñas	5405	3947.723	39874	32075060201	San Cibrao das Viñas	532	0225-2	-7.874005061	42.29830161	GPS. PNRGM	267	GPS. PNRGM
32076000000	1320760	32740	32	Ourense	San Cristovo de Cea	2137	9444.0564	72315	32076020101	Cea	576	0187-2	-7.985127975	42.47478341	GPS. PNRGM	530	GPS. PNRGM
32077000000	1320776	32760	32	Ourense	Sandiás	1206	5284	34600	32077030501	Sandiás	186	0264-1	-7.757488092	42.10956342	GPS. PNRGM	645	GPS. PNRGM
32078000000	1320782	32770	32	Ourense	Sarreaus	1162	7728.9504	40767	32078090301	Sarreaus	163	0264-2	-7.603011336	42.08740537	GPS. PNRGM	665	GPS. PNRGM
32079000000	1320795	32780	32	Ourense	Taboadela	1429	2518.6503	23386	32079050601	Taboadela	180	0226-3	-7.825168947	42.24125359	GPS. PNRGM	387	GPS. PNRGM
32080000000	1320809	32790	32	Ourense	A Teixeira	316	2764.0482	29962	32080050501	A Teixeira	48	0189-3	-7.472469217	42.39122444	GPS. PNRGM	583	GPS. PNRGM
32081000000	1320816	32800	32	Ourense	Toén	2355	5829.0306	33139	32081060801	Toén	239	0225-2	-7.954742376	42.31716044	Mapa	370	MDT5
32082000000	1320821	32810	32	Ourense	Trasmiras	1286	5673.6622	38340	32082050201	Trasmiras	282	0264-4	-7.611138183	42.02077631	GPS. PNRGM	644	GPS. PNRGM
32083000000	1320837	32820	32	Ourense	A Veiga	889	29048.6136	88263	32083270101	A Veiga	260	0228-3	-7.026102961	42.25006869	GPS. PNRGM	874	GPS. PNRGM
32084000000	1320842	32830	32	Ourense	Verea	943	9423.2677	54333	32084110101	Carballo	85	0263-2	-7.951135789	42.09912236	GPS. PNRGM	738	GPS. PNRGM
32085000000	1320855	32840	32	Ourense	Verín	13723	9411.17	66627	32085140101	Verín	10060	0303-1	-7.437282661	41.93841117	GPS. PNRGM	383	GPS. PNRGM
32086000000	1320868	32850	32	Ourense	Viana do Bolo	2886	27040.5383	85039	32086320101	Viana do Bolo	1473	0228-3	-7.114775503	42.18034277	GPS. PNRGM	715	GPS. PNRGM
32087000000	1320874	32860	32	Ourense	Vilamarín	1854	5609.0117	43082	32087081801	Vilamarín	225	0187-2	-7.88835775	42.46485283	GPS. PNRGM	511	GPS. PNRGM
32088000000	1320880	32870	32	Ourense	Vilamartín de Valdeorras	1790	8826.3533	45829	32088110101	Vilamartín	647	0190-3	-7.064309483	42.41548759	GPS. PNRGM	318	GPS. PNRGM
32089000000	1320893	32880	32	Ourense	Vilar de Barrio	1307	10674.3978	53213	32089090101	Vilar de Barrio	260	0264-2	-7.610481475	42.16112178	GPS. PNRGM	677	GPS. PNRGM
32090000000	1320907	32890	32	Ourense	Vilar de Santos	820	2070.3351	21796	32090020301	Vilar de Santos	351	0264-1	-7.794326483	42.08741366	GPS. PNRGM	641	GPS. PNRGM
32091000000	1320914	32900	32	Ourense	Vilardevós	1846	15255.15	75075	32091110101	Vilardevós	249	0303-4	-7.311419436	41.90603409	GPS. PNRGM	754	GPS. PNRGM
32092000000	1320929	32910	32	Ourense	Vilariño de Conso	519	20022.5069	79927	32092100101	Vilariño de Conso	130	0266-1	-7.181942067	42.16591899	GPS. PNRGM	740	GPS. PNRGM
33001000000	1330019	33010	33	Asturias	Allande	1648	34223.9919	121041	33001091001	Pola de Allande	408	0050-2	-6.60838301	43.27229373	Mapa	524	MDT5
33002000000	1330024	33020	33	Asturias	Aller	10613	37632.17	96811	33002030101	Cabanaquinta/Cabañaquinta	1391	0078-2	-5.63476777	43.16103558	Mapa	414	MDT5
33003000000	1330030	33030	33	Asturias	Amieva	661	11497.87	59930	33003030601	Sames	72	0055-1	-5.12832295	43.26919915	Mapa	223	MDT5
33004000000	1330045	33040	33	Asturias	Avilés	78182	2680.5522	27795	33004010101	Avilés	73198	0013-4	-5.92478951	43.55857729	Mapa	5	MDT5
33005000000	1330058	33050	33	Asturias	Belmonte de Miranda	1489	20800.9276	81046	33005040201	Belmonte/Balmonte	387	0051-2	-6.21778488	43.28188653	Mapa	199	MDT5
33006000000	1330061	33060	33	Asturias	Bimenes	1681	3263.09	26255	33006022101	Martimporra	15	0053-2	-5.56576167	43.33020136	Mapa	303	MDT5
33007000000	1330077	33070	33	Asturias	Boal	1505	12028.1318	69917	33007010301	Bual	470	0026-1	-6.81759886	43.42900287	Mapa	454	MDT5
33008000000	1330083	33080	33	Asturias	Cabrales	1960	23853.44	72303	33008040201	Carreña	296	0056-1	-4.84628428	43.31678075	Mapa	178	MDT5
33009000000	1330096	33090	33	Asturias	Cabranes	1034	3831.1959	30875	33009010701	Santolaya	175	0030-1	-5.40554459	43.41964829	Mapa	336	MDT5
33010000000	1330100	33100	33	Asturias	Candamo/Candamu	1947	7197.2501	40614	33010040401	Grullos	198	0028-1	-6.0591576	43.43659271	Mapa	114	MDT5
33011000000	1330117	33110	33	Asturias	Cangas del Narcea	12347	82357.85	150900	33011100101	Cangas del Narcea	6004	0050-4	-6.55205753	43.1772214	Mapa	377	MDT5
33012000000	1330122	33120	33	Asturias	Cangas de Onís	6163	21323.52	82997	33012020201	Cangues d'Onís/Cangas de Onís	3666	0031-3	-5.12749781	43.34839001	Mapa	81	MDT5
33013000000	1330138	33130	33	Asturias	Caravia	477	1325.04	16132	33013010101	Prado	169	0030-2	-5.18701706	43.46368272	Mapa	134	MDT5
33014000000	1330143	33140	33	Asturias	Carreño	10337	6674.763	41278	33014030101	Candás	6695	0014-1	-5.76718059	43.5901987	Mapa	36	MDT5
33015000000	1330156	33150	33	Asturias	Caso	1507	30776.79	87126	33015030201	El Campu	146	0054-4	-5.34401882	43.18235684	Mapa	574	MDT5
33016000000	1330169	33160	33	Asturias	Castrillón	22376	5533.8877	46681	33016021201	Piedrasblancas	9499	0013-4	-5.97389938	43.55998379	Mapa	29	MDT5
33017000000	1330175	33170	33	Asturias	Castropol	3402	12544.25	95487	33017030401	Castropol	442	0010-3	-7.03005089	43.52757398	Mapa	33	MDT5
33018000000	1330181	33180	33	Asturias	Cuaña	3315	6580.029	53130	33018020301	Cuaña	164	0011-3	-6.75166156	43.51470513	Mapa	87	MDT5
33019000000	1330194	33190	33	Asturias	Colunga	3257	9757.0145	46271	33019020101	Colunga	1001	0030-2	-5.27038403	43.48545033	Mapa	21	MDT5
33020000000	1330208	33200	33	Asturias	Corvera de Asturias	15549	4600.8925	36540	33020021501	Nubledo/Nubleo	133	0013-4	-5.87012215	43.5219585	Mapa	58	MDT5
33021000000	1330215	33210	33	Asturias	Cudillero	4987	10078.4303	85757	33021020101	Cudillero	1235	0013-3	-6.14543206	43.5629171	Mapa	7	MDT5
33022000000	1330220	33220	33	Asturias	Degaña	921	8716.4233	60106	33022020101	Degaña	167	0100-2	-6.57111191	42.94070799	Mapa	852	MDT5
