COD_INE	ID_REL	COD_GEO	COD_PROV	PROVINCIA	NOMBRE_ACTUAL	POBLACION_MUNI	SUPERFICIE	PERIMETRO	COD_INE_CAPITAL	CAPITAL	POBLACION_CAPITAL	HOJA_MTN25_ETRS89	LONGITUD_ETRS89	LATITUD_ETRS89	ORIGENCOOR	ALTITUD	ORIGENALTITUD
01001000000	1010014	01010	01	Araba/Álava	Alegría-Dulantzi	2876	1994.5872	35069	01001000101	Alegría-Dulantzi	2767	0113-3	-2.51243731	42.83981158	Mapa	568	MDT5
01002000000	1010029	01020	01	Araba/Álava	Amurrio	10350	9635.289	65134	01002000201	Amurrio	9263	0086-4	-3.00007326	43.05427776	Mapa	219	MDT5
01003000000	1010035	01030	01	Araba/Álava	Aramaio	1467	7325.84	41775	01003000601	Ibarra	799	0087-4	-2.56540037	43.05119653	Mapa	333	MDT5
01004000000	1010040	01040	01	Araba/Álava	Artziniega	1821	2728.73	22886	01004000101	Artziniega	1695	0086-1	-3.12791718	43.12084358	Mapa	210	MDT5
01006000000	1010066	01060	01	Araba/Álava	Armiñón	227	1294.4326	24606	01006000101	Armiñón	106	0137-4	-2.87183475	42.72326199	Mapa	467	MDT5
01008000000	1010088	01080	01	Araba/Álava	Arratzua-Ubarrundia	980	5755.98	67101	01008000501	Durana	341	0112-4	-2.63878816	42.89116171	Mapa	528	MDT5
01009000000	1010091	01090	01	Araba/Álava	Asparrena	1614	6533.64	53712	01009000401	Araia	1234	0113-4	-2.31670754	42.88968768	Mapa	602	MDT5
01010000000	1010105	01100	01	Araba/Álava	Ayala/Aiara	2974	14074.15	64072	01010002001	Arespalditza/Respaldiza	429	0086-3	-3.04306746	43.07768283	Mapa	306	MDT5
01011000000	1010112	01110	01	Araba/Álava	Baños de Ebro/Mañueta	291	945.9752	18610	01011000101	Baños de Ebro/Mañueta	291	0170-4	-2.67863583	42.52925602	Mapa	421	MDT5
01013000000	1010133	01130	01	Araba/Álava	Barrundia	883	9742.34	57432	01013001401	Ozaeta	196	0113-3	-2.49407452	42.91537538	Mapa	575	MDT5
01014000000	1010148	01140	01	Araba/Álava	Berantevilla	453	3573.0031	38711	01014000101	Berantevilla	305	0137-4	-2.85971414	42.68227191	Mapa	471	MDT5
01016000000	1010164	01160	01	Araba/Álava	Bernedo	494	13044.2902	85973	01016000301	Bernedo	163	0171-1	-2.49825439	42.62676989	Mapa	710	MDT5
01017000000	1010170	01170	01	Araba/Álava	Campezo/Kanpezu	1040	8536.0875	53461	01017000501	Santa Cruz de Campezo/Santikurutze Kanpezu	775	0139-4	-2.35207693	42.66971209	Mapa	578	MDT5
01018000000	1010186	01180	01	Araba/Álava	Zigoitia	1747	10206.9376	48596	01018000901	Gopegi	263	0112-1	-2.73033002	42.96210609	Mapa	585	MDT5
01019000000	1010199	01190	01	Araba/Álava	Kripan	180	1251.599	15980	01019000101	Kripan	180	0171-1	-2.51621636	42.59082439	Mapa	691	MDT5
01020000000	1010203	01200	01	Araba/Álava	Kuartango	376	8403.4771	44173	01020002001	Zuhatzu Kuartango	151	0111-4	-2.88438243	42.87006411	Mapa	594	MDT5
01021000000	1010210	01210	01	Araba/Álava	Elburgo/Burgelu	599	3209.3031	58514	01021000401	Elburgo/Burgelu	165	0112-4	-2.545933	42.850282	Investigación	540	Investigación
01022000000	1010225	01220	01	Araba/Álava	Elciego	1005	1632.3129	21825	01022000101	Elciego	1005	0170-4	-2.61723872	42.51420738	Mapa	451	MDT5
01023000000	1010231	01230	01	Araba/Álava	Elvillar/Bilar	333	1750.2228	21190	01023000101	Elvillar/Bilar	333	0170-4	-2.54441267	42.56842577	Mapa	581	MDT5
01027000000	1010278	01250	01	Araba/Álava	Iruraiz-Gauna	517	4712.8628	81139	01027000101	Azilu	27	0139-1	-2.475996232	42.83131017	Investigación	627	Investigación
01028000000	1010284	01260	01	Araba/Álava	Labastida/Bastida	1452	3816.9756	35481	01028000103	Labastida/Bastida	1264	0170-1	-2.793199	42.590217	Investigación	555	Investigación
01030000000	1010301	01280	01	Araba/Álava	Lagrán	157	4562.02	34064	01030000101	Lagran	95	0170-2	-2.58423377	42.62621464	Mapa	751	MDT5
01031000000	1010318	01290	01	Araba/Álava	Laguardia	1494	8097.11	84431	01031000202	Laguardia/Biasteri	1337	0170-4	-2.58411693	42.55236655	Mapa	630	MDT5
01032000000	1010323	01300	01	Araba/Álava	Lanciego/Lantziego	691	2425.3	26407	01032000201	Lanciego/Lantziego	616	0171-3	-2.51278162	42.5624416	Mapa	542	MDT5
01033000000	1010339	01310	01	Araba/Álava	Lapuebla de Labarca	865	598.7767	12420	01033000101	Lapuebla de Labarca	865	0203-2	-2.57209001	42.49441468	Mapa	431	MDT5
01034000000	1010344	01320	01	Araba/Álava	Leza	203	992.2543	14579	01034000101	Leza	169	0170-4	-2.63459428	42.56469687	Mapa	569	MDT5
01036000000	1010360	01340	01	Araba/Álava	Laudio/Llodio	18102	3756	27576	01036000101	Laudio/Llodio	18102	0086-2	-2.96256495	43.1425188	Mapa	123	MDT5
01037000000	1010376	01350	01	Araba/Álava	Arraia-Maeztu	726	12310.7942	59163	01037001001	Maeztu/Maestu	328	0139-3	-2.444299	42.738527	Investigación	649	Investigación
01039000000	1010395	01360	01	Araba/Álava	Moreda de Álava/Moreda Araba	221	867.1106	12022	01039000101	Moreda de Álava/Moreda Araba	221	0171-3	-2.40841718	42.52479167	Mapa	461	MDT5
01041000000	1010416	01380	01	Araba/Álava	Navaridas	200	891.6398	11775	01041000101	Navaridas	200	0170-4	-2.62479544	42.5450594	Mapa	535	MDT5
01042000000	1010421	01390	01	Araba/Álava	Okondo	1188	2979.23	34703	01042000001	Eskauriatza	0	0061-4	-3.019026823	43.1615513	Mapa	135	Mapa
01043000000	1010437	01400	01	Araba/Álava	Oyón-Oion	3386	4517.7474	42025	01043000301	Oion	3190	0171-3	-2.436788	42.506067	Investigación	435	Investigación
01044000000	1010442	01410	01	Araba/Álava	Peñacerrada-Urizaharra	261	6217.54	42084	01044000601	Peñacerrada/Urizaharra	116	0170-1	-2.71402821	42.64417512	Mapa	752	MDT5
01046000000	1010468	01430	01	Araba/Álava	Erriberagoitia/Ribera Alta	785	11978.2131	83147	01046001901	Pobes	139	0137-2	-2.91080642	42.80074682	Mapa	545	MDT5
01047000000	1010474	01440	01	Araba/Álava	Erriberabeitia	1350	2536.0438	30506	01047000501	Ribabellosa	1094	0137-4	-2.91704002	42.71339792	Mapa	483	MDT5
01049000000	1010493	01460	01	Araba/Álava	Añana	156	2192.3285	21681	01049000201	Salinas de Añana/Gesaltza Añana	144	0137-2	-2.98601634	42.8012318	Mapa	574	MDT5
01051000000	1010513	01470	01	Araba/Álava	Agurain/Salvatierra	5062	3776.9884	37786	01051000601	Agurain/Salvatierra	4937	0113-3	-2.389753	42.850452	Investigación	608	Investigación
01052000000	1010528	01480	01	Araba/Álava	Samaniego	316	1063.761	16532	01052000101	Samaniego	316	0170-4	-2.67904862	42.56735197	Mapa	571	MDT5
01053000000	1010534	01490	01	Araba/Álava	San Millán/Donemiliaga	715	8540.58	107242	01053001101	Ordoñana/Erdoñana	42	0113-3	-2.37748902	42.87382571	Mapa	600	MDT5
01054000000	1010549	01500	01	Araba/Álava	Urkabustaiz	1371	6084.8426	37107	01054000701	Izarra	1028	0111-2	-2.90661046	42.95304046	Mapa	633	MDT5
01055000000	1010552	01510	01	Araba/Álava	Valdegovía/Gaubea	996	23827.336	104431	01055003001	Villanueva de Valdegovía	121	0111-3	-3.09884417	42.84756896	Mapa	552	MDT5
01056000000	1010565	01520	01	Araba/Álava	Harana/Valle de Arana	221	3912.1857	37971	01056000101	Alda	28	0139-2	-2.33104687	42.75289194	Mapa	812	MDT5
01057000000	1010571	01530	01	Araba/Álava	Villabuena de Álava/Eskuernaga	296	847.9289	14014	01057000101	Villabuena de Álava/Eskuernaga	296	0170-4	-2.66452938	42.54857804	Mapa	483	MDT5
01058000000	1010587	01540	01	Araba/Álava	Legutio	1885	4585.3184	37334	01058000601	Legutio	1374	0112-2	-2.64255929	42.9798744	Mapa	570	MDT5
01059000000	1010590	01001	01	Araba/Álava	Vitoria-Gasteiz	251774	27665.96	111847	01059006301	Vitoria-Gasteiz	246597	0112-4	-2.67275685	42.85058789	Mapa	539	MDT5
01060000000	1010604	01550	01	Araba/Álava	Yécora/Iekora	268	1880.2483	20919	01060000101	Yécora/Iekora	268	0171-3	-2.4700849	42.56923117	Mapa	694	MDT5
01061000000	1010611	01560	01	Araba/Álava	Zalduondo	183	1187.86	21423	01061000101	Zalduondo	181	0113-4	-2.34650825	42.88580971	Mapa	612	MDT5
01062000000	1010626	01570	01	Araba/Álava	Zambrana	410	3950.6249	43865	01062000401	Zambrana	322	0169-2	-2.87806502	42.66112968	Mapa	458	MDT5
01063000000	1010632	01580	01	Araba/Álava	Zuia	2302	12248.6671	49689	01063001101	Murgia	1094	0112-1	-2.81862854	42.95597763	Mapa	617	MDT5
01901000000	1019015	01245	01	Araba/Álava	Iruña Oka/Iruña de Oca	3411	5325.0072	35113	01901000201	Nanclares de la Oca/Langraiz Oka	2413	0138-1	-2.8147543	42.81819126	Mapa	502	MDT5
01902000000	1019020	01305	01	Araba/Álava	Lantarón	875	6748.9609	63204	01902000401	Comunión/Komunioi	92	0137-4	-2.96649719	42.71657557	Mapa	482	MDT5
02001000000	1020019	02010	02	Albacete	Abengibre	790	3076.9225	25257	02001000101	Abengibre	790	0743-4	-1.54384487	39.2100078	Mapa	634	MDT5
02002000000	1020024	02020	02	Albacete	Alatoz	519	6385.5135	37232	02002000101	Alatoz	509	0767-1	-1.36097604	39.09494843	Mapa	858	MDT5
02003000000	1020030	02001	02	Albacete	Albacete	173329	112698.96	250011	02003000201	Albacete	166533	0790-2	-1.85574745	38.99588053	Mapa	681	MDT5
02004000000	1020045	02030	02	Albacete	Albatana	692	3050.21	22496	02004000101	Albatana	682	0843-4	-1.52275248	38.5708754	Mapa	582	MDT5
02005000000	1020058	02040	02	Albacete	Alborea	658	7186.76	36330	02005000101	Alborea	652	0744-1	-1.39670449	39.27835442	Mapa	706	MDT5
02006000000	1020061	02050	02	Albacete	Alcadozo	654	9958.7	53730	02006000101	Alcadozo	594	0842-2	-1.9802275	38.6489758	Mapa	925	MDT5
02007000000	1020077	02060	02	Albacete	Alcalá del Júcar	1170	14682.4446	51494	02007000101	Alcalá del Júcar	652	0744-3	-1.42932697	39.1932018	Mapa	547	MDT5
02008000000	1020083	02070	02	Albacete	Alcaraz	1351	37053.3125	289056	02008000101	Alcaraz	1129	0841-1	-2.49034957	38.66425104	Mapa	953	MDT5
02009000000	1020096	02080	02	Albacete	Almansa	24419	53181.5	93234	02009000101	Almansa	23905	0793-3	-1.09414681	38.86968811	Mapa	687	MDT5
02010000000	1020100	02090	02	Albacete	Alpera	2265	17847.2745	56652	02010000101	Alpera	2247	0792-2	-1.23080245	38.95969094	Mapa	852	MDT5
02011000000	1020117	02100	02	Albacete	Ayna	616	14658.96	65701	02011000101	Ayna	437	0842-3	-2.07053831	38.55217746	Mapa	696	MDT5
02012000000	1020122	02110	02	Albacete	Balazote	2334	6515.3733	31749	02012000101	Balazote	2314	0790-3	-2.15096732	38.88396156	Mapa	771	MDT5
02013000000	1020138	02120	02	Albacete	Balsa de Ves	158	7634.9273	39452	02013000101	Balsa de Ves	115	0744-2	-1.19650012	39.26461253	Mapa	751	MDT5
02014000000	1020143	02130	02	Albacete	El Ballestero	405	13869.3693	49399	02014000101	El Ballestero	397	0789-3	-2.45508633	38.84252196	Mapa	1027	MDT5
02015000000	1020156	02140	02	Albacete	Barrax	1833	18983.33	52801	02015000101	Barrax	1816	0764-4	-2.20045637	39.0456106	Mapa	733	MDT5
02016000000	1020169	02150	02	Albacete	Bienservida	603	9073.437	56309	02016000101	Bienservida	595	0840-4	-2.61184243	38.51602097	Mapa	898	MDT5
02017000000	1020175	02160	02	Albacete	Bogarra	842	16601.4619	77106	02017000201	Bogarra	623	0841-4	-2.21253636	38.58025427	Mapa	844	MDT5
02018000000	1020181	02170	02	Albacete	Bonete	1049	12505.526	55720	02018000101	Bonete	1043	0792-4	-1.34830324	38.86950589	Mapa	886	MDT5
02019000000	1020194	02180	02	Albacete	El Bonillo	2779	50266	154331	02019000101	El Bonillo	2746	0788-2	-2.54023691	38.95012362	Mapa	1062	MDT5
02020000000	1020208	02190	02	Albacete	Carcelén	501	7536.3731	38287	02020000101	Carcelén	461	0767-2	-1.30876708	39.10231176	Mapa	911	MDT5
02021000000	1020215	02200	02	Albacete	Casas de Juan Núñez	1307	8898.2779	42030	02021000101	Casas de Juan Núñez	1297	0766-2	-1.55799035	39.10160749	Mapa	704	MDT5
02022000000	1020220	02210	02	Albacete	Casas de Lázaro	363	11231.6773	70760	02022000201	Casas de Lázaro	260	0815-2	-2.23922378	38.7705758	Mapa	942	MDT5
02023000000	1020236	02220	02	Albacete	Casas de Ves	572	12509.4606	67921	02023000101	Casas de Ves	572	0744-2	-1.33454992	39.25946122	Mapa	707	MDT5
02024000000	1020241	02230	02	Albacete	Casas-Ibáñez	4538	10325.14	56102	02024000101	Casas-Ibáñez	4527	0744-1	-1.47129143	39.28701686	Mapa	708	MDT5
02025000000	1020254	02240	02	Albacete	Caudete	9963	14163.49	49586	02025000101	Caudete	9453	0819-4	-0.9886912	38.70573009	Mapa	554	MDT5
02026000000	1020267	02250	02	Albacete	Cenizate	1181	6326.0153	35204	02026000101	Cenizate	1181	0743-2	-1.66113349	39.30332101	Mapa	706	MDT5
02027000000	1020273	02260	02	Albacete	Corral-Rubio	324	9475.5686	42347	02027000101	Corral-Rubio	294	0792-3	-1.4608525	38.83500072	Mapa	870	MDT5
02028000000	1020289	02270	02	Albacete	Cotillas	123	1446.9288	15802	02028000201	Cotillas	96	0866-1	-2.50574545	38.43135915	Mapa	947	MDT5
02029000000	1020292	02280	02	Albacete	Chinchilla de Monte-Aragón	4206	67927.33	163946	02029000201	Chinchilla de Monte-Aragón	3184	0791-1	-1.72602643	38.9210968	Mapa	907	MDT5
02030000000	1020306	02290	02	Albacete	Elche de la Sierra	3585	23949.4125	84011	02030000101	Elche de la Sierra	3237	0867-1	-2.04781376	38.44790893	Mapa	630	MDT5
02031000000	1020313	02300	02	Albacete	Férez	643	12614.1544	56948	02031000101	Férez	612	0867-4	-2.00953934	38.35567013	Mapa	682	MDT5
02032000000	1020328	02310	02	Albacete	Fuensanta	297	2395.6454	26368	02032000101	Fuensanta	294	0742-3	-2.06725219	39.24466001	Mapa	693	MDT5
02033000000	1020334	02320	02	Albacete	Fuente-Álamo	2489	13339.011	45577	02033000101	Fuente-Álamo	2436	0818-3	-1.43170411	38.69314229	Mapa	820	MDT5
02034000000	1020349	02330	02	Albacete	Fuentealbilla	1792	10829.379	64740	02034000301	Fuentealbilla	1605	0743-2	-1.54879364	39.26773579	Mapa	670	MDT5
02035000000	1020352	02340	02	Albacete	La Gineta	2512	13676.47	50035	02035000101	La Gineta	2287	0765-2	-1.99784496	39.11387916	Mapa	691	MDT5
02036000000	1020365	02350	02	Albacete	Golosalvo	104	2817.6676	24505	02036000101	Golosalvo	104	0743-4	-1.63626863	39.23996013	Mapa	740	MDT5
02037000000	1020371	02360	02	Albacete	Hellín	30306	78165.58	152380	02037000501	Hellín	25113	0843-3	-1.70344921	38.51218953	Mapa	570	MDT5
02038000000	1020387	02370	02	Albacete	La Herrera	326	6342.58	42320	02038000201	La Herrera	289	0790-1	-2.12637236	38.9621774	Mapa	714	MDT5
02039000000	1020390	02380	02	Albacete	Higueruela	1158	20545.4904	86388	02039000301	Higueruela	1136	0792-1	-1.44535609	38.96455026	Mapa	1041	MDT5
02040000000	1020404	02390	02	Albacete	Hoya-Gonzalo	647	11457.4972	48066	02040000101	Hoya-Gonzalo	643	0791-2	-1.55687053	38.95787352	Mapa	929	MDT5
02041000000	1020411	02400	02	Albacete	Jorquera	355	6797.0751	57182	02041000401	Jorquera	293	0743-4	-1.52061391	39.17457441	Mapa	624	MDT5
02042000000	1020426	02410	02	Albacete	Letur	919	26440.16	81881	02042000302	Letur	264	0867-3	-2.10096881	38.36632081	Mapa	735	MDT5
02043000000	1020432	02420	02	Albacete	Lezuza	1358	36090.3503	86191	02043000101	Lezuza	840	0789-1	-2.35387427	38.94878996	Mapa	913	MDT5
02044000000	1020447	02430	02	Albacete	Liétor	1175	31178.91	78803	02044000501	Liétor	1114	0842-4	-1.95479319	38.54083745	Mapa	641	MDT5
02045000000	1020450	02440	02	Albacete	Madrigueras	4652	7334.55	35851	02045000101	Madrigueras	4638	0743-3	-1.7997012	39.23680339	Mapa	688	MDT5
02046000000	1020463	02450	02	Albacete	Mahora	1383	10814.91	48081	02046000101	Mahora	1364	0743-3	-1.72481837	39.21303088	Mapa	663	MDT5
02047000000	1020479	02460	02	Albacete	Masegoso	110	10387.0257	42914	02047000301	Masegoso	32	0815-4	-2.31511768	38.71877813	Mapa	1108	MDT5
02048000000	1020485	02470	02	Albacete	Minaya	1501	6983.1234	44098	02048000101	Minaya	1480	0741-2	-2.31961973	39.27118701	Mapa	723	MDT5
02049000000	1020498	02480	02	Albacete	Molinicos	852	14358.8298	71840	02049001101	Molinicos	441	0866-2	-2.23898151	38.46778179	Mapa	851	MDT5
02050000000	1020501	02490	02	Albacete	Montalvos	97	2477.9315	23450	02050000101	Montalvos	93	0765-1	-2.02769341	39.16721439	Mapa	709	MDT5
02051000000	1020518	02500	02	Albacete	Montealegre del Castillo	2051	17782.23	54725	02051000101	Montealegre del Castillo	2030	0818-2	-1.32487672	38.78717469	Mapa	810	MDT5
02052000000	1020523	02510	02	Albacete	Motilleja	571	2382.44	24700	02052000101	Motilleja	570	0743-3	-1.79025762	39.17948885	Mapa	676	MDT5
02053000000	1020539	02520	02	Albacete	Munera	3435	22942.7623	58755	02053000101	Munera	3424	0764-3	-2.4830388	39.03954575	Mapa	929	MDT5
02054000000	1020544	02530	02	Albacete	Navas de Jorquera	517	4225.9722	26041	02054000101	Navas de Jorquera	517	0743-1	-1.7189485	39.28099513	Mapa	708	MDT5
02055000000	1020557	02540	02	Albacete	Nerpio	1191	43487.61	98897	02055000901	Nerpio	687	0909-2	-2.30224029	38.14824043	Mapa	1085	MDT5
02056000000	1020560	02550	02	Albacete	Ontur	1987	5441.14	30501	02056000101	Ontur	1987	0844-1	-1.49888166	38.61472661	Mapa	653	MDT5
02057000000	1020576	02560	02	Albacete	Ossa de Montiel	2307	24350.2479	69150	02057000201	Ossa de Montiel	2228	0788-1	-2.74272664	38.96201035	Mapa	898	MDT5
02058000000	1020582	02570	02	Albacete	Paterna del Madera	348	11233.8382	53946	02058000601	Paterna del Madera	284	0841-2	-2.34555766	38.59729435	Mapa	1126	MDT5
02059000000	1020595	02590	02	Albacete	Peñascosa	334	18925.8047	106221	02059000501	Peñascosa	196	0815-3	-2.41040499	38.67153536	Mapa	1169	MDT5
02060000000	1020609	02580	02	Albacete	Peñas de San Pedro	1399	15876.06	73331	02060000701	Peñas de San Pedro	1029	0816-4	-2.00212787	38.72688881	Mapa	1010	MDT5
02061000000	1020616	02600	02	Albacete	Pétrola	692	7460.7346	40804	02061000201	Pétrola	557	0817-2	-1.55549981	38.82629814	Mapa	870	MDT5
02062000000	1020621	02610	02	Albacete	Povedilla	430	4942.7325	35557	02062000101	Povedilla	413	0814-4	-2.60393627	38.70163971	Mapa	872	MDT5
02063000000	1020637	02630	02	Albacete	Pozohondo	1585	13648.62	49358	02063000501	Pozohondo	1003	0816-4	-1.91133356	38.721122	Mapa	871	MDT5
02064000000	1020642	02620	02	Albacete	Pozo-Lorente	409	8095.5291	36474	02064000101	Pozo-Lorente	407	0767-3	-1.50647855	39.07663024	Mapa	769	MDT5
02065000000	1020655	02640	02	Albacete	Pozuelo	481	13397.79	48394	02065000201	Pozuelo	448	0816-1	-2.10117384	38.80969625	Mapa	845	MDT5
02066000000	1020668	02650	02	Albacete	La Recueja	242	2973.9107	39019	02066000101	La Recueja	242	0744-3	-1.48988779	39.17688319	Mapa	542	MDT5
02067000000	1020674	02660	02	Albacete	Riópar	1332	8092.005	55582	02067000401	Riópar	1155	0841-3	-2.41839311	38.4998099	Mapa	1126	MDT5
02068000000	1020680	02670	02	Albacete	Robledo	367	12008.4392	51626	02068000301	Robledo	238	0815-1	-2.44882682	38.75778452	Mapa	1041	MDT5
02069000000	1020693	02680	02	Albacete	La Roda	15476	39889.13	127688	02069000101	La Roda	15389	0742-3	-2.15924796	39.20706504	Mapa	708	MDT5
02070000000	1020707	02690	02	Albacete	Salobre	480	4952.8648	39261	02070000201	Salobre	324	0840-2	-2.55057256	38.59195258	Mapa	920	MDT5
02071000000	1020714	02700	02	Albacete	San Pedro	1242	8311.597	37014	02071000401	San Pedro	1130	0816-1	-2.186211	38.82654004	Mapa	844	MDT5
02072000000	1020729	02710	02	Albacete	Socovos	1787	13903.76	65123	02072000401	Socovos	1158	0889-2	-1.98469065	38.33202632	Mapa	734	MDT5
02073000000	1020735	02720	02	Albacete	Tarazona de la Mancha	6235	21268.09	67722	02073000101	Tarazona de la Mancha	6209	0742-2	-1.91280979	39.26539647	Mapa	713	MDT5
02074000000	1020740	02730	02	Albacete	Tobarra	7684	32464.95	79846	02074000601	Tobarra	6747	0843-1	-1.69282296	38.5922733	Mapa	652	MDT5
02075000000	1020753	02740	02	Albacete	Valdeganga	2028	7065.62	42767	02075000102	Valdeganga	2005	0766-2	-1.67646922	39.13545152	Mapa	667	MDT5
02076000000	1020766	02750	02	Albacete	Vianos	346	12803.519	91378	02076000102	Vianos	344	0841-1	-2.50149079	38.632307	Mapa	1118	MDT5
02077000000	1020772	02760	02	Albacete	Villa de Ves	56	5753.568	35387	02077000101	Villa de Ves	44	0744-4	-1.25897631	39.22231541	Mapa	744	MDT5
02078000000	1020788	02770	02	Albacete	Villalgordo del Júcar	1094	4668.4938	32688	02078000101	Villalgordo del Júcar	1076	0742-1	-2.06309183	39.29598679	Mapa	683	MDT5
02079000000	1020791	02780	02	Albacete	Villamalea	4027	12833.82	63789	02079000103	Villamalea	4020	0718-4	-1.59908353	39.36160785	Mapa	739	MDT5
02080000000	1020805	02790	02	Albacete	Villapalacios	583	8747.7445	41446	02080000101	Villapalacios	582	0840-4	-2.63505947	38.57467359	Mapa	837	MDT5
02081000000	1020812	02800	02	Albacete	Villarrobledo	25184	86240.7816	140710	02081000301	Villarrobledo	24878	0740-2	-2.60714311	39.26755792	Mapa	728	MDT5
02082000000	1020827	02810	02	Albacete	Villatoya	109	1882.56	21792	02082000201	Villatoya	77	0744-2	-1.33858599	39.33385264	Mapa	409	MDT5
02083000000	1020833	02820	02	Albacete	Villavaliente	224	3484.1712	30502	02083000101	Villavaliente	224	0767-1	-1.45799642	39.12645758	Mapa	726	MDT5
02084000000	1020848	02830	02	Albacete	Villaverde de Guadalimar	338	6907.9679	39421	02084000501	Villaverde de Guadalimar	206	0866-1	-2.518480636	38.456169	Investigación	799	Investigación
02085000000	1020851	02840	02	Albacete	Viveros	337	6536.6666	45479	02085000101	Viveros	337	0814-2	-2.57590915	38.77363475	Mapa	1012	MDT5
02086000000	1020864	02850	02	Albacete	Yeste	2657	51122.0829	120663	02086001401	Yeste	1418	0866-4	-2.31903072	38.36643865	Mapa	878	MDT5
02901000000	1029010	02615	02	Albacete	Pozo Cañada	2797	11683.38	69208	02901000101	Pozo Cañada	2768	0817-1	-1.73622317	38.801361	Mapa	830	MDT5
03001000000	1030015	03005	03	Alacant/Alicante	l'Atzúbia	632	1466.9574	18376	03001000101	l'Atzúbia	384	0796-3	-0.15173035	38.84743029	Mapa	99	MDT5
03002000000	1030020	03010	03	Alacant/Alicante	Agost	4758	6663.5352	40007	03002000101	Agost	4029	0871-2	-0.63891979	38.43949316	Mapa	331	MDT5
03003000000	1030036	03015	03	Alacant/Alicante	Agres	565	2583.659	20529	03003000101	Agres	445	0821-1	-0.51595543	38.78000404	Mapa	719	MDT5
03004000000	1030041	03020	03	Alacant/Alicante	Aigües	963	1847.2816	20622	03004000101	Aigües	630	0872-1	-0.36258669	38.49887092	Mapa	332	MDT5
03005000000	1030054	03025	03	Alacant/Alicante	Albatera	12279	6154.27	34605	03005000101	Albatera	11530	0892-4	-0.86792141	38.17894636	Mapa	15	MDT5
03006000000	1030067	03030	03	Alacant/Alicante	Alcalalí	1278	1439.7787	21582	03006000101	Alcalalí	371	0822-3	-0.04160798	38.74965349	Mapa	226	MDT5
03007000000	1030073	03035	03	Alacant/Alicante	Alcocer de Planes	230	438.7155	9164	03007000101	Alcocer de Planes	127	0821-1	-0.40197036	38.79447224	Mapa	345	MDT5
03008000000	1030089	03040	03	Alacant/Alicante	Alcoleja	173	1455.8836	19193	03008000101	Alcoleja	159	0821-4	-0.33100925	38.67548564	Mapa	735	MDT5
03009000000	1030092	03045	03	Alacant/Alicante	Alcoy/Alcoi	58994	12986.0503	58858	03009000101	Alcoy/Alcoi	57358	0821-3	-0.47318376	38.69836894	Mapa	561	MDT5
03010000000	1030106	03050	03	Alacant/Alicante	Alfafara	410	1977.7677	18603	03010000101	Alfafara	385	0820-2	-0.55552339	38.77274828	Mapa	580	MDT5
03011000000	1030113	03055	03	Alacant/Alicante	l'Alfàs del Pi	20482	1925.9507	20927	03011000102	l'Alfàs del Pi	5477	0848-3	-0.1026002	38.58009496	Mapa	89	MDT5
03012000000	1030128	03060	03	Alacant/Alicante	Algorfa	2935	1847.09	29362	03012000101	Algorfa	1592	0914-1	-0.79568423	38.08681637	Mapa	23	MDT5
03013000000	1030134	03065	03	Alacant/Alicante	Algueña	1336	1847.39	29521	03013000101	Algueña	1259	0870-4	-1.00303745	38.33800138	Mapa	530	MDT5
03014000000	1030149	03001	03	Alacant/Alicante	Alicante/Alacant	334887	20126.5845	138902	03014000201	Alicante/Alacant	323174	0872-3	-0.4831832	38.34548705	Mapa	5	MDT5
03015000000	1030152	03070	03	Alacant/Alicante	Almoradí	20803	4269.4	53678	03015000101	Almoradí	18517	0914-1	-0.79201713	38.10977991	Mapa	10	MDT5
03016000000	1030165	03075	03	Alacant/Alicante	Almudaina	113	882.0194	12317	03016000101	Almudaina	108	0821-1	-0.35370678	38.76155764	Mapa	570	MDT5
03017000000	1030171	03080	03	Alacant/Alicante	l'Alqueria d'Asnar	493	108.3702	9555	03017000101	l'Alqueria d'Asnar	473	0821-1	-0.42552267	38.77311802	Mapa	363	MDT5
03018000000	1030187	03085	03	Alacant/Alicante	Altea	22290	3442.7986	30970	03018000102	Altea	14911	0848-1	-0.05144236	38.59892497	Mapa	60	MDT5
03019000000	1030190	03090	03	Alacant/Alicante	Aspe	20714	7057.09	38464	03019000101	Aspe	18668	0871-3	-0.76849107	38.34577266	Mapa	234	MDT5
03020000000	1030204	03095	03	Alacant/Alicante	Balones	131	1125	17176	03020000101	Balones	122	0821-4	-0.34237388	38.73701039	Mapa	670	MDT5
03021000000	1030211	03100	03	Alacant/Alicante	Banyeres de Mariola	7068	5027.5886	39273	03021000101	Banyeres de Mariola	6901	0820-4	-0.65685684	38.71635902	Mapa	812	MDT5
03022000000	1030226	03105	03	Alacant/Alicante	Benasau	151	904.039	16402	03022000202	Benasau	132	0821-4	-0.34261264	38.68991329	Mapa	705	MDT5
03023000000	1030232	03110	03	Alacant/Alicante	Beneixama	1685	3488.8204	26678	03023000101	Beneixama	1641	0820-3	-0.76676743	38.70018533	Mapa	592	MDT5
03024000000	1030247	03115	03	Alacant/Alicante	Benejúzar	5402	932.7958	15599	03024000101	Benejúzar	5402	0914-3	-0.83819517	38.07806375	Mapa	23	MDT5
03025000000	1030250	03120	03	Alacant/Alicante	Benferri	1942	1236.89	16679	03025000101	Benferri	1401	0913-2	-0.9622579	38.14179352	Mapa	56	MDT5
