id	pregunta	ortografia	afi
274	Aguzanieves	lavandeira	lɐvɐnˈdeɾɐ
274	Jabalí	porco-bravo	ˈpoɾku ˈβɾaβu̥
274	Cadera	quadril	kwɔˈðɾili
274	Cuna	breço	ˈbɾesu̥
274	Llevar a cuestas	levar às costas	lɨˈvaɹ ɐʃ ˈkwɑstɐ̥s
274	Dar volteretas	ir ao pinerau	ˈiɾ ɔ pĩnɨɾˈɑw
274	Levadura	fermento	fuɾˈmɛ̃ntu̥
275	Guisantes	ervilha	iɹˈviʎɐ
275	Mariquita	joaninha	ʒuɐˈnĩɲɐ
275	Lagartija	lagartixa	lɐɣɐɾˈtiʃɐ
275	Aguzanieves	arvela	ɐɾˈβɛlɐ
275	Jabalí	javali	rɐvɐˈlĩ
275	Cadera	quadril	kwɔˈðɾili
275	Cuna	berço	ˈbeɾsu̥
275	Llevar a cuestas	levar às costas	lœˈvaɹ ɐʃ ˈkwɔʃtɐʃ
275	Dar volteretas	dar cambalhotas	ˈdaɹ kɐ̃mbɐˈʎɔtɐʃ
275	Levadura	fermento	fuɾˈmɛ̃ntu
276	Guisantes	ervilhas	iɾˈviʎɐs
276	Mariquita	avoa	ɐˈβoɐ
276	Mariquita	borboleta	buɾβuˈletɐ̥
276	Lagartija	lagartixa	lɐɣɐɾˈtisɐ
276	Aguzanieves	arvela	ɐɾˈvɛlɐ
276	Jabalí	porco-bravo	ˈpoɾku̥ ˈβɾaβ̥u̥
276	Cadera	quadril	koˈðɾilɨ̥
276	Cuna	berço	ˈbeɹsu̥
276	Llevar a cuestas	às costas	ɐʃ ˈkɔʃtɐʃ
276	Dar volteretas	dar as cambalhotas	ˈdaɾ ɐʃ kɐ̃mbɐˈʎɔtɐʃ
276	Levadura	fermento	fɾɨˈmẽntu̥
277	Guisantes	ervilhas	iɹˈviʎɐʃ
277	Mariquita	joana avoa	ʒwˈɐn aˈβoɐ
277	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
277	Aguzanieves	arvela	ɐɹˈvɛʟɐ
277	Jabalí	javali	ʒɐvɐˈlĩ
277	Jabalí	porco-bravo	ˈpoɹkʉ ˈbɹaβu
277	Cadera	quadril	kɔˈðɹili
277	Cuna	berço	ˈbeɹsʉ
277	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
277	Dar volteretas	dar uma cambalhota	ˈdaɹ ˈumɐ kɐ̃mbɐˈʎɔtɐ
277	Levadura	fermento	fɨɹˈmẽntʉ
278	Guisantes	ervilhas	oɹˈviʎɐʃ
278	Mariquita	rainha	rɐˈiɲɐ
278	Lagartija	lagartixo	lɐɣɐɹˈtiʃu̥
278	Aguzanieves	arvela	aɹˈvɛlɐ
278	Jabalí	javardo	ʒɐˈvaɹðʉ
278	Cadera	quadris	koˈðɾiʒɨ
278	Cuna	breço	ˈbɾesu̥
278	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
278	Dar volteretas	dar pinos	ˈdaɹ ˈpinuʃ
278	Dar volteretas	dar cambalhotas	ˈdaɹ kɐ̃mbɐˈʎɔtɐʃ
278	Levadura	fermento	fuɹˈmẽntu̥
279	Guisantes	ervilhas	eɹˈviʎɐʃ
279	Mariquita	amor das flores	ɐˈmoɹ ðɐʃ ˈfloɾɨʃ
279	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
279	Aguzanieves	arvela	aɹˈvɛlɐ
279	Jabalí	porco-espinho	ˈpoɹk ɨʃˈpiɲʉ
279	Jabalí	javardo	ʒɐˈvaɹðʉ
279	Cadera	cadeiras	kɐˈðeɾɐʃ
279	Cadera	quadril	kwɔˈðɾili
279	Cuna	breço	ˈbɾesu̥
279	Llevar a cuestas	levar às costas	lʉˈvaɹ aʃ ˈkɔʃtɐʃ
279	Dar volteretas	dar cambalhotas	ˈdaɹ kɐ̃mbɐˈʎɔtɐʃ
279	Levadura	fermento	fuɹˈmẽntu̥
280	Guisantes	ervilhas	iɹˈviʎɐʃ
280	Mariquita	boa-nova	ˈboɐ ˈnɔvɐ
280	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
280	Aguzanieves	arvela	aɹˈvɛlɐ
280	Jabalí	javardo	ʒɐˈvaɹdʉ
280	Cadera	quadril	kwɐˈðɾili
280	Cuna	berço	ˈbeɹsu̥
280	Llevar a cuestas	levar às costas	lʉˈvaɹ aʃ ˈkɔʃtɐʃ
280	Dar volteretas	dar peças	ˈdaɹ ˈpɛsɐʃ
280	Dar volteretas	dar cambalhotas	ˈdaɹ kɐ̃mbɐˈʎɔtɐʃ
280	Levadura	fermento	fuɹˈmɛ̃ntu̥
281	Guisantes	ervilha	ɨɹˈviʎɐ
281	Mariquita	sampedro	sãmˈpeðɾʉ
281	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
281	Aguzanieves	arvela	aɹˈvelɐ
281	Jabalí	javali	zɐbɐˈlĩ
281	Cadera	quadril	kwaˈðɾi
281	Cuna	breço	ˈbɾesu
281	Llevar a cuestas	levar às costas	leˈβaɹ ah ˈkɔʃtɐ
281	Dar volteretas	dar tomba la vaca	ˈdaɹ ˈtũmbɐ lɐ ˈbakɐ
281	Levadura	fermento	fuɹˈmẽntu
282	Guisantes	ervilhas	eɹˈviʎɐʃ
282	Mariquita	joaninha	ʒʉɐˈniɲɐ
282	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
282	Aguzanieves	arvela	aɹˈvɛlɐ
282	Jabalí	javardo	ʒɐˈvaɹdʉ
282	Cadera	cadeiras	kɐˈdeɾɐʃ
282	Cuna	berço	ˈbeɹsu̥
282	Llevar a cuestas	levar às costas	lʉˈvaɹ aʃ ˈkɔʃtɐʃ
282	Dar volteretas	dar peças	ˈdaɹ ˈpɛsɐʃ
282	Levadura	fermento	fuɹˈmẽntu̥
283	Guisantes	ervilhas	eɹˈviʎɐʃ
283	Mariquita	rainha	rɐˈiɲɐ
283	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
283	Aguzanieves	arvela	aɹˈvɛlɐ
283	Jabalí	javardo	ʒɐˈvaɹdʉ
283	Cadera	quadris	kwoˈdɾiʃ
283	Cuna	berço	ˈbəɹsu̥
283	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
283	Dar volteretas	dar cambalhotas	ˈdaɹ kɐvɐˈʎɔtɐʃ
283	Levadura	fermento	fuɹˈmɛ̃ntu̥
284	Guisantes	ervilhas	iɹˈviʎɐʃ
284	Mariquita	rainha	rɐˈiɲɐ
284	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
284	Aguzanieves	arvela	aɹˈvɛlɐ
284	Jabalí	porco-espinho	ˈpoɹk ɨʃˈpiɲu̥
284	Cadera	cadeiras	kɐˈdeɾɐʃ
284	Cuna	berço	ˈbeɹsu̥
284	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
284	Dar volteretas	dar cambalhotas	ˈdaɹ kɐ̃mbɐˈʎɔtɐʃ
284	Levadura	fermento	fuɹˈmɛ̃ntu̥
285	Guisantes	ervilhas	eɹˈviʎɐʃ
285	Mariquita	rainha	rɐˈiɲɐ
285	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
285	Aguzanieves	arvela	aɹˈvɛlɐ
285	Jabalí	javardo	ʒɐˈvaɹð̥u̥
285	Cadera	quadris	kwɐˈðɾiʃ
285	Cuna	berço	ˈbeɹsu̥
285	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
285	Dar volteretas	dar cambalhotas	ˈdaɹ kɐvɐˈʎɔtɐʃ
285	Levadura	fermento	fe̥ɹˈmẽntu̥
286	Guisantes	griséus	ɡɾiˈzɛwʃ
286	Mariquita	barranhita	bɐrɐˈɲitɐ
286	Lagartija	lagartixa	ɐlɐɣɐɹˈtiʃɐ
286	Aguzanieves	arvela	aɹˈvɛlɐ
286	Jabalí	javardo	ʒɐˈvaɹðʉ
286	Cadera	cadeiras	kɐˈðeɾɐʃ
286	Cuna	berço	ˈbeɹsu̥
286	Llevar a cuestas	levar às costas	lʉˈvaɹ aʃ ˈkɔʃtɐʃ
286	Dar volteretas	dar cambalhotas	ˈdaɹ kɐvɐˈʎɔtɐʃ
286	Levadura	fermento	fuɹˈmɛ̃ntu̥
287	Guisantes	griséu	ɡɹɨˈzɛw
287	Mariquita	abelhinha adeus	ɐβɨʎiɲ aˈðewʃ
287	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
287	Aguzanieves	arvela	aɹˈvɛlɐ
287	Jabalí	javardo	ʒɐˈvaɹðʉ
287	Cadera	quadris	kwɐˈðɹiʃ
287	Cuna	breço	ˈbɹesu̥
287	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
287	Dar volteretas	dar cambalhotas	ˈdaɹ kɐvɐˈʎɔtɐʃ
287	Levadura	fermento	fɹʉˈmẽntu̥
288	Mariquita	catarinita	kɐte̥ɹˈnitɐ
288	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
288	Aguzanieves	arvela	ɐɹˈvɛlɐ
288	Jabalí	javato	ʒɐˈvatu̥
288	Cadera	quarto	ˈkwaɹtu̥
288	Cadera	cadeiras	kɐˈðeɹɐʃ
288	Cuna	berço	ˈbeɹsu̥
288	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkoʃtɐʃ
288	Dar volteretas	dar cambalhotas	ˈdaɹ kɐvɐˈʎɔtɐʃ
288	Levadura	fermento	fɨɹˈmɛ̃ntu̥
288	Levadura	crecente	kɹɨˈsɛ̃nti̥
288	Guisantes	griséu	ɡrɨˈzɛw
289	Guisantes	griséus	gɹɨˈzɛwʃ
289	Mariquita	mariquita	mɐɹɨˈkitɐ
289	Mariquita	nascezinha	najˈsiɲɐ
289	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
289	Aguzanieves	arvela	ɐɹˈvɛlɐ
289	Jabalí	javardo	ʒɐˈvaɹð̥u̥
289	Cadera	quadris	kwɐˈðɹiʃ
289	Cuna	berço	ˈbeɹsu̥
289	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
289	Dar volteretas	dar cambalhotas	ˈdaɹ kɐ̃mbɐˈʎɔtɐʃ
289	Levadura	fermento	fe̥ɹˈmɛ̃ntu̥
290	Guisantes	ervilhas	iɹˈviʎɐʃ
290	Mariquita	rainha	rɐˈiɲɐ
290	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
290	Aguzanieves	arvela	aɹˈvɛlɐ
290	Jabalí	javardo	ʒɐˈvaɹð̥u̥
290	Cadera	cadeiras	kɐˈðeɹɐʃ
290	Cuna	berço	ˈbeɹsu̥
290	Llevar a cuestas	levar às costas	lɨˈvɑɹ aʃ ˈkɔʃtɐʃ
290	Dar volteretas	dar pinos	ˈdɑɹ ˈpinu̥ʃ
290	Levadura	fermento	fɨɹˈmɛ̃ntu̥
291	Guisantes	ervilha	iɹˈviʎɐ
291	Mariquita	rainha	rɐˈiɲɐ
291	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
291	Aguzanieves	arvela	aɾˈvɛlɐ
291	Jabalí	porco-espinho	ˈpɔɹk ʃˈpiɲ
291	Cadera	quarto	ˈkwɑɹtʰ
291	Cadera	cadeiras	kɐˈðeɹɐʃ
291	Cuna	berço	ˈbeɹs
291	Llevar a cuestas	levar às costas	lɨˈvɑɹ aʃ ˈkɔʃtɐʃ
291	Dar volteretas	dar pinos	ˈdɑɹ ˈpineʃ
291	Levadura	fermento	fe̥ɹˈmẽntʰ
292	Guisantes	griséu	ɡɹiˈzɛw
292	Mariquita	voa voa	ˈboa ˈboɐ
292	Lagartija	lagartixa	lɐɣɐɹˈtiʃɐ
292	Aguzanieves	arvela	aɾˈvɛlɐ
292	Jabalí	NA	NA
292	Cadera	quadril	kwɐˈðɹiʟ
292	Cuna	berço	ˈbeɹsu̥
292	Llevar a cuestas	levar às costas	lɨˈvaɹ aʃ ˈkɔʃtɐʃ
292	Dar volteretas	dar uma cambalhota	ˈdaɹ ˈʉmɐ kɐvɐˈʎɔtɐ
292	Levadura	fermento	fe̥ɹˈmɛ̃ntu̥
300	Guisantes	arbellos	aɾˈβeʎos
300	Mariquita	reinín	rejˈniŋ
300	Lagartija	largatu	laɾˈɣato
300	Aguzanieves	lavandeira	laβanˈdejɾa
300	Jabalí	xabaril	ʃʷaβaˈɾil
300	Cadera	cachas	ˈkaʧ︢as
300	Cadera	cadrís	kaˈðɾis
300	Cuna	berciu	ˈbɛɾθjo
300	Llevar a cuestas	levar as costa	leˈβaɹ as ˈkɔs̪ta
300	Dar volteretas	andar as pinchacarneiras	andaɾ as ˈpiɲʧ︢akaɾˈnejɾas
300	Levadura	formentu	foɾˈmɛnto
301	Guisantes	garabanzos	ɡaɾaˈβanθos
301	Mariquita	reichín	rejˈʧ︢iŋ
301	Lagartija	largatu	laɾˈɡato
301	Aguzanieves	margarita	maɾɣaˈɾita
301	Cuna	berzu	ˈbɛɾθo
301	Llevar a cuestas	levar as costas	leˈβaɹ as̺ ˈkɔs̪tas
301	Levadura	formentu	foɾˈmɛ̃nto
302	Guisantes	garbanzos	ɡaɾˈβanθos
302	Guisantes	chichos	ˈʧ︢iʧ︢os
302	Mariquita	rinchín	riɲˈʧ︢iŋ
302	Lagartija	llargatexa	ɟ͡ʝaɾˈɣaˈteʃʷa
302	Aguzanieves	mariquita	maɾiˈkita
302	Aguzanieves	marigarcía	maɾiɣaɾˈθia
302	Jabalí	xabaril	ʃʷaβaˈɾil
302	Cadera	cachas	ˈkaʧ︢as
302	Cadera	los cadriles	los kaˈðɾiles
302	Cuna	berzu	ˈbɛɾθo
302	Llevar a cuestas	llevallo as costas	ˈɟ͡ʝeβaʝo as ˈkɔstas
302	Dar volteretas	dar la cambadeya	ˈdaɹ la kambæˈðɛʝa
302	Levadura	formentu	foɾˈmɛnto
303	Guisantes	arbeiyos	aɹˈβejʝus̺
303	Mariquita	reichín	rejˈʧ︢iŋ
303	Lagartija	llargata	ʎaɹˈɣata
303	Aguzanieves	lavandera	laβanˈdeɹa
303	Jabalí	xabaril	ʃaβaˈɹil
303	Cadera	cadril	kaˈðɹil
303	Cuna	berzu	ˈbeɹθu
303	Llevar a cuestas	a costas	a ˈkos̺tas̺
303	Dar volteretas	dar a volta del gatu rabón	ˈdaɹ a ˈβolta ðel ˈɣatu raˈβoŋ
303	Levadura	formentu	foɹˈmẽnto
304	Guisantes	arbeyos	aɹˈβeɟ͡ʝus
304	Mariquita	paparrachín	paparæˈʧ︢iŋ
304	Lagartija	l.lagarta	t͡saˈɣaɹta
304	Aguzanieves	mariquita	maɹiˈkita
304	Cuna	bierzu	ˈbjeɹθo
304	Llevar a cuestas	al hombru	ɑl ˈombɹu
304	Levadura	formientu	fuɹˈmjento
305	Guisantes	arbeiyos	aɹˈβejʝus̺
305	Mariquita	NA	NA
305	Lagartija	l.largata	t͡saɹˈɣata
305	Aguzanieves	mariquita	maɹiˈkita
305	Jabalí	xabaril	ʃaβaˈɹil
305	Cadera	cadera	kaˈðeɹa
305	Cuna	bierzu	ˈbjeɹθu̥
305	Llevar a cuestas	al hombru	al ˈombɹu
305	Levadura	formientu	fuɹˈmjentu
305	Dar volteretas	la vuelta'l gatu	la ˈβwelta l ˈɣatu
306	Guisantes	arbeyos	aɹˈβeʝus̺
306	Mariquita	rifisol	rifiˈsol
306	Lagartija	l.lagarta	t͡saˈɣaɹta
306	Aguzanieves	mariquita	maɹiˈkita
306	Cuna	bierzu	ˈbjeɹθo̥
306	Llevar a cuestas	l.levar a recachas	t͡siβaɹ a riˈkaʧ︢as
306	Levadura	formientu	fuɹˈmjentu
307	Guisantes	arbeyos	aɾˈβeʝus̺
307	Mariquita	páxara	ˈpaʃʷaɾa
307	Lagartija	l.lagarta	t͡s̺ɑˈʁɑɾtɐ
307	Aguzanieves	mariagarcía	maˈɾiɐɣaɾˈθiɐ
307	Cuna	bierzu	ˈbjeɾθu
307	Levadura	formientu	ɸuɾˈmjentu
307	Llevar a cuestas	a la rica	a la ˈrikɐ
308	Guisantes	arbeichos	aɾˈβejʧ︢us
308	Mariquita	vaquina de Dios	baˈkinɐ ðe ˈðjos
308	Mariquita	perrín de Dios	peˈrin de ðjos̺
308	Mariquita	paxarina de Dios	paʃaˈɾina ðe ˈðjos̺
308	Lagartija	l.lagartesa	t͡s̺aɣaɾˈtes̺ɐ
308	Aguzanieves	l.lavandera	t͡s̺aβanˈdeɾɐ
308	Cuna	bierzu	ˈbjeɾθu
308	Llevar a cuestas	a la recacha	a la riˈkaʧ︢a
308	Levadura	formientu	fuɾˈmjentu
309	Guisantes	arbechos	aɾˈβeʧ︢us̺
309	Mariquita	paxarina de Dios	paʃʷaˈɾina ðe ˈðjos̺
309	Lagartija	l.lagartesa	t͡s̺aɣaɾˈtesɐ
309	Aguzanieves	pisadora	pis̺aˈðoɾɐ
309	Jabalí	xabaril	ʃʷaβaˈɾil
309	Cadera	cadera	kaˈðeɾa
309	Cuna	bierzu	ˈbjeɾθu
309	Llevar a cuestas	a carrapotu	a karaˈpotu
309	Dar volteretas	xugar al tramucachu	ʃʷuˈɣaɹ ɑl tɾamuˈkaʧ︢u
309	Levadura	formientu	fuɾˈmjentu
310	Guisantes	arbeiyos	aɾˈbejʝus̺
310	Mariquita	pitina de Dios	piˈtina ðe ðjos̺
310	Lagartija	llargatesa	ʎaɾɣaˈtes̺ɐ
310	Aguzanieves	monxa	ˈmoɲʃʷa
310	Aguzanieves	llavandera	ʎaβanˈdeɾɐ
310	Cuna	cuna	ˈkuna
310	Llevar a cuestas	a las cachapiernas	a las kaʧ︢aˈpjɛɾnɐs
310	Levadura	formientu	ɸuɾˈmjentu
311	Guisantes	arbeyos	aɾˈβeʝus
311	Mariquita	paxarina de Dios	paʃʷaˈɾinɐ ðe ˈðjos̺
311	Lagartija	llargatesa	ʎaɾɣɑˈtes̺ɐ
311	Aguzanieves	mariagarcía	maˈriɐ ɣaɾˈθiɐ
311	Cuna	cuna	ˈkunɐ
311	Llevar a cuestas	a recachu	a riˈkaʧ︢u̥
311	Levadura	formientu	ɸuɾˈmjentu
312	Guisantes	arbeyos	aɹˈβejʝos̺
312	Mariquita	mariposa	maɹiˈpos̺a
312	Lagartija	llargatesa	ʝaɹɣaˈtes̺a
312	Aguzanieves	cagapraos	kaɣaˈpɹɑws̺
312	Aguzanieves	baticoles	batiˈkoles̺
312	Aguzanieves	panadera	panaˈðeɹa
312	Cuna	trubiicu	tɹuˈβiku
312	Llevar a cuestas	a cuestes	a ˈkwes̪tes
312	Levadura	formientu	foɹˈmjento
312	Aguzanieves	bruxa	ˈbɹuʃa
312	Aguzanieves	bruxes	ˈbɹuʃes̺
313	Guisantes	arbeiyu	aɾˈβejʝu
313	Mariquita	perrín de san Antonio	peˈrin de s̺an ãntonju
313	Lagartija	llargatesa	ʎaɾɣaˈtes̺ɐ
313	Aguzanieves	bruxa	ˈbɾuʃʷɐ
313	Jabalí	xabalín	ʃʷaβaˈliŋ
313	Cadera	caderes	kaˈðeɾes
313	Cuna	trubiecu	tɾuˈβjeku
313	Llevar a cuestas	a caballu	a kaˈβaʎu
313	Llevar a cuestas	a cuestes	a ˈkwes̪tes
313	Dar volteretas	dar un picaracañu	ˈdaɹ um pikaɾaˈkaɲu
313	Levadura	formientu	ɸoɾˈmjentu
314	Guisantes	arbeyos	aɹˈβeʝos̺
314	Mariquita	xastre	ˈʃas̺tɹe
314	Lagartija	l.lagartesa	t͡saɣaɹˈtes̺a
314	Aguzanieves	vaquerina	bakeˈɹina
314	Aguzanieves	lavandera	laβanˈdeɹa
314	Jabalí	xabalín	ʃaβaˈliŋ
314	Cadera	caderes	kaˈðeɹes̺
314	Cuna	cuna	ˈkuna
314	Cuna	banastra	baˈnas̺tɹa
314	Llevar a cuestas	l.levar a recostines	t͡seˈβaɹ a rɛkus̺ˈtines
314	Dar volteretas	ganar el cucurrebucu	ɡaˈnaɹ el ˈkukurɛˈβuku
314	Levadura	formientu	fuɹˈmjentu
315	Guisantes	arbiyu	aɾˈbɨʝu
315	Guisantes	arbeyos	aɾˈβeʝos
315	Mariquita	perrín de Dios	piˈrin de ðjos
315	Lagartija	l.lagartexa	t͡saɡaɾˈteʃʷa
315	Aguzanieves	xingalráu	ʃʷiŋɡɑlˈɾaw
315	Cuna	trubiecu	tɾuˈβjɘku
315	Llevar a cuestas	a xocastrinas	a ʃʷokas̪ˈtɾinas
315	Llevar a cuestas	aceite	aˈθejte
315	Levadura	formientu	foɾˈmjento
316	Guisantes	arbeyos	aɾˈβeʝus
316	Mariquita	perrín de Dios	peˈriŋ de ˈðjos̺
316	Lagartija	l.lagartexa	t͡s̺aɣaɾˈteʃa
316	Aguzanieves	bringachera	bɾiŋɡaˈʧ︢ɛɾa
316	Cuna	trubiicu	tɾuˈβjɨku
316	Llevar a cuestas	a rescolinas	a rescoˈlinɐs
316	Levadura	formiintu	fuɾˈmjintu
317	Guisantes	arbeiyos	aɾˈβejʝus̺
317	Guisantes	arbiyu	aɾˈβɨʝu
317	Mariquita	perrín de Dios	peˈrin de ˈðjos̺
317	Lagartija	llargatesa	ʎaɾɣaˈtes̺ɐ
317	Aguzanieves	panadera	panaˈeɾɐ
317	Jabalí	xabalín	ʃʷaβaˈliŋ
317	Cadera	caderes	kaˈðeɾes
317	Cuna	trubiicu	tɾuˈβjɨku
317	Llevar a cuestas	arreblagóu	ariβlaˈɣɵw
317	Dar volteretas	xugar al cucurrabucu	ʃʷuˈɣaɹ ɑl kʉkuraˈβuku
317	Levadura	formiintu	ɸoɾˈmjɨntu
318	Guisantes	arbeyos	aɾˈβejʝos
318	Mariquita	perrín de Dios	peˈrin de ˈðjos̺
318	Lagartija	llargatesa	ʎaɾɣaˈtes̺a
318	Aguzanieves	llavandera	ʎaβanˈdeɾa
318	Cuna	tribiecu	tɾiˈβjeku
318	Llevar a cuestas	al arre	al ˈare
318	Llevar a cuestas	al recostín	al rekos̪ˈtiŋ
318	Levadura	formientu	foɾˈmjentu
319	Guisantes	arbeyos	aɾˈβɛʝos̺
319	Mariquita	zapateru	θapaˈteɾu
319	Lagartija	llargatesa	ʎaɾɣaˈtes̺ɐ
319	Aguzanieves	pisalmía	pis̺alˈmiɐ
319	Cuna	cuna	ˈkuna
319	Llevar a cuestas	al recostín	al rekos̪ˈtiŋ
319	Levadura	formientu	foɾˈmjentu
319	Levadura	formientu	foɾˈmjentu
320	Guisantes	arbeyos	aɾˈβeʝos
320	Mariquita	xastre	ʃʷas̺ˈtɾe
320	Lagartija	llagartesa	ʎaɣaɾˈtes̺a
320	Aguzanieves	pisandera	pis̺anˈdeɾa
320	Jabalí	xabalín	ʃʷaβaˈliŋ
320	Cadera	cadera	kaˈðeɾɐ
320	Cuna	tribiecu	tɾiˈβjekʉ
320	Llevar a cuestas	tres de llombu	ˈtɾez̺ ðe ˈʎombʉ
320	Dar volteretas	dar la culumbeta el gatu	ˈdaɹ la kulumˈbeta el ˈɣatʉ
320	Levadura	dieldu	ˈdjeldʉ
321	Guisantes	arbeyos	aɾˈβeʝos̺
321	Mariquita	perrina	pɛˈrina
321	Mariquita	caparina de Dios	kapaˈɾina ðe ˈðjos̺
321	Lagartija	llargatesa	ʎaɾɣaˈtes̺a
321	Aguzanieves	pisandera	pis̺anˈdeɹa
321	Jabalí	xabalín	ʃʷaβaˈliŋ
321	Cadera	caderia	kaˈðeɾja
321	Cuna	escaniellu	eskaˈnjeʎʉ
321	Llevar a cuestas	al chinchu	al ˈʧ︢iɲʧ︢ʉ
321	Dar volteretas	dar la vuelta la púlgara	ˈdaɹ la ˈbweltɐ la ˈpulɣaɾɐ
321	Levadura	dielda	ˈdjɛldɐ
322	Guisantes	arbeh.u	aɾˈβehu
322	Guisantes	arbeh.os	aɾˈβehos̺
322	Mariquita	catalina	kataˈlina
322	Lagartija	llargatesa	ʎaɾɣaˈtes̺a
322	Aguzanieves	pisandera	pis̺anˈdeɾa
322	Jabalí	habalín	haβaˈliŋ
322	Cadera	cadera	kaˈðeɾa
322	Cuna	escanillu	eskaˈniʎu
322	Llevar a cuestas	harriquín	hariˈkiŋ
322	Dar volteretas	dar la güelta'l gatu	ˈdaɹ la ˈweltɑ l ˈɣatu
322	Levadura	lavadura	laβɑˈuɾa
323	Guisantes	arbellos	aɾˈβeʎos
323	Mariquita	paxarilía de Dios	paʃʷaɾiˈlia ðe djos
323	Lagartija	largata	laɾˈɡata
323	Aguzanieves	lavandeira	laβanˈdejɾa
323	Jabalí	xabaril	ʃʷaβaˈɾil
323	Cadera	cuadril	kwaˈðɾil
323	Cuna	un ran	un ˈraŋ
323	Llevar a cuestas	levar as costas	levaɾ as ˈkostas
323	Dar volteretas	a pinchacarneira	a ˈpiɲʧ︢akaɾˈnejɾa
323	Levadura	formentu	foɾˈmẽnto
324	Guisantes	guisantes	ɡiˈs̺ɐntes̺
324	Guisantes	chícharos	ˈʧ︢iʧ︢aɾos̺
324	Mariquita	una vaca de Dios	ˈuŋa βaˈkɐ ðe ˈðjos
324	Mariquita	una vaquiña de Dios	ˈuŋa βaˈkɨɲɐ ðe ˈðjos
324	Lagartija	largatexa	laɾɣaˈtɘʃʷa
324	Lagartija	largatixa	laɾɣaˈtɨʃʷa
324	Aguzanieves	lavandeira	laβanˈdejɾɐ
324	Jabalí	sabarín	sɐβɐˈɾiŋ
324	Cadera	cadera	kaˈðɛɾɐ
324	Cuna	rolo	ˈrɔlo
324	Llevar a cuestas	o riquichu	o riˈkiʧ︢u
324	Dar volteretas	dar volta campana	daɾ ˈβɔlta kamˈpanɐ
324	Levadura	formentu	fuɾˈmɛ̃nto
325	Guisantes	arbellos	aɾˈβeʎos̺
325	Mariquita	capadore	kapaˈðoɾe
325	Lagartija	llagartina	ʎaɣaɾˈtina
325	Aguzanieves	lavandera	laβanˈdɛɾa
325	Cuna	berzuelu	beɾˈθwølu
325	Llevar a cuestas	a las costiellas	a las kos̪ˈtjeʎas
325	Levadura	formientu	fuɾˈmjentu
326	Guisantes	arbechu	aɾˈβeʧ︢u
326	Mariquita	palomina de Dios	paloˈmĩna ðe ˈðjɔs̺
326	Lagartija	l.lagarta	t͡saˈɣɑɾta
326	Aguzanieves	l.lavandera	t͡saβanˈdeɾɐ
326	Jabalí	xabaril	ʃʷaβaˈɾil
326	Cadera	cadriles	kaˈðɾiles
326	Cadera	cadera	kaˈðɛɾa
326	Cuna	briezu	ˈbɾjeθu
326	Llevar a cuestas	a las costiel.las	a las kus̪ˈtjet͡sɐs
326	Dar volteretas	dar la furcadiel.la	daɾ la fuɾkaˈðjet͡sa
326	Levadura	formientu	fuɾˈmjentu
327	Guisantes	arvejas	aɾˈβɛxɐs̺
327	Guisantes	arbeichas	aɾˈβejʧ︢ɐs̺
327	Guisantes	guisantes	ɡiˈsantis̺
327	Mariquita	vaquina de Dios	baˈkina ðe ˈðjos̺
327	Lagartija	llagartina	ʎaɣaɾˈtinɐ
327	Lagartija	lagartina	laɣaɾˈtinɐ
327	Aguzanieves	llavandera	ʎaβanˈdeɾɐ
327	Cuna	briezu	ˈbɾjeθu
327	Llevar a cuestas	llevarlu aceite	ʎeˈβaɹlu aˈθɛjte
327	Levadura	formientu	ɸuɾˈmjentu
328	Guisantes	arbechas	aɾˈβeʧ︢ɐs
328	Guisantes	moriscas	moˈɾiskɐs̺
328	Guisantes	priconas	pɾiˈkonɐs̺
328	Guisantes	blancas	ˈblaŋkɐs̺
328	Guisantes	guisantis	ɡiˈs̺antis̺
328	Mariquita	vaquina de Dios	baˈkina ðe ˈðjos̺
328	Lagartija	l.lagargixa	t͡saɣaɾˈtiʃʷɐ
